  -0.470  -0.092  -0.214   0.368   0.025   0.403   2.079   0.403  -0.272  -0.538
  -2.545
  10  17   1    142      0      0      0   5.839E-20   0.000E+00
  -0.334  -0.325  -0.252  -0.214  -0.195  -0.138  -0.125  -0.122  -0.105  -0.104
   0.167   0.177   0.336   0.501   0.581   0.586   0.617   0.627   0.644   0.657
   0.670   0.688   0.693   0.701   0.714   0.721   0.727   0.739   0.760   0.770
   0.784   0.803   0.826   0.848   0.855   0.865   0.872   0.884   0.885   0.906
   0.964   1.631
  -0.853  -0.281  -0.379  -0.286  -0.093  -0.247  -0.249  -0.153  -0.189  -0.059
  -0.515  -0.320  -0.548  -1.024  -1.448  -1.216  -1.341  -0.857  -1.566  -0.615
  -1.655  -1.566  -0.381  -1.593  -1.036   0.273  -0.938  -1.449  -0.695   0.964
  -0.561  -1.072  -0.202   1.404   0.381   2.095   0.354   2.319   0.704  -0.569
  -0.714  -2.731
  11  17   1    125      0      0      0   1.521E-19   0.000E+00
  -0.347  -0.306  -0.233  -0.205  -0.194  -0.178  -0.168  -0.149  -0.134  -0.089
  -0.086   0.105   0.108   0.145   0.154   0.470   0.523   0.665   0.719   0.786
   0.817   0.897   0.897   0.955   1.617
  -0.213   0.146  -0.010   0.094   0.319   0.273   0.407   0.352   0.417   0.296
   0.383  -0.062   0.126   0.031   0.162  -0.507  -0.507  -0.952  -1.366  -0.207
  -0.155   2.638   1.076  -0.393  -2.390
  12  17   1    121      0      0      0   1.350E-19   0.000E+00
  -0.264  -0.213  -0.197  -0.165  -0.165  -0.044  -0.037   0.020   0.029   0.079
   0.081   0.488   0.576   0.652   0.777   0.799   0.852   0.915   0.928   0.964
   1.653
  -0.724  -0.431  -0.462   0.142   0.404   0.097   0.200   0.093   0.111   0.004
   0.328  -0.683  -0.517  -0.828  -0.466   0.341   0.238   2.245   1.148  -0.186
  -2.276
  13  17   1    146      0      0      0   2.339E-19   0.000E+00
  -0.287  -0.273  -0.250  -0.247  -0.172  -0.154  -0.141  -0.037  -0.022   0.087
   0.114   0.254   0.271   0.680   1.059   1.090   1.106   1.146   1.158   1.301
   1.393   1.414   1.433   1.444   1.446   1.453   1.467   1.498   1.504   1.509
   1.511   1.512   1.515   1.521   1.523   1.526   1.530   1.536   1.542   1.544
   1.548   1.549   1.553   1.564   1.579   2.174
  -0.075  -0.091   0.043   0.432   0.241   0.263   0.482   0.231   0.429   0.138
   0.307  -0.078   0.099  -1.048  -1.945  -1.938  -1.786  -1.840  -1.992  -2.046
  -1.678  -1.452  -0.923   2.284  -0.199  -1.074  -1.344  -0.956  -0.513   0.220
   2.062   0.306  -0.163   0.203   0.868   3.299   0.902  -0.044   0.220   0.911
   2.821   0.843  -0.240  -0.948  -1.257  -3.062
  14  17   1    146      0      0      0   7.933E-20   0.000E+00
  -0.308  -0.258  -0.243  -0.158  -0.137  -0.039  -0.021   0.084   0.111   0.260
   0.266   0.808   0.915   0.968   0.989   1.083   1.197   1.266   1.296   1.335
   1.347   1.361   1.381   1.436   1.445   1.450   1.450   1.460   1.499   1.510
   1.514   1.515   1.515   1.517   1.521   1.529   1.531   1.534   1.542   1.547
   1.550   1.552   1.552   1.556   1.580   2.174
  -0.539  -0.618  -0.064  -0.231   0.009  -0.195  -0.049  -0.307  -0.195  -0.530
  -0.432  -1.931  -1.959  -2.110  -2.359  -2.320  -2.800  -2.120  -2.264  -1.831
  -2.208  -1.031  -2.031  -1.409  -0.587   1.534  -0.676  -1.342  -1.311  -0.612
   0.169   2.379   0.316  -0.431  -0.601   0.619   2.289   0.666  -0.476   0.413
   0.750   2.278   0.966  -0.298  -1.598  -3.379
  15  17   1    151      0      0      0   3.053E-19   0.000E+00
  -0.305  -0.272  -0.231  -0.224  -0.212  -0.177  -0.128  -0.112  -0.067  -0.019
  -0.000   0.050   0.122   0.136   0.196   0.203   0.278   0.295   0.318   0.984
   1.059   1.363   1.379   1.383   1.385   1.388   1.398   1.428   1.454   1.463
   1.469   1.470   1.471   1.471   1.471   1.477   1.481   1.498   1.533   1.538
   1.542   1.550   1.555   1.557   1.564   1.570   1.574   1.578   1.597   1.619
   2.212
   0.072   0.175   0.179   0.438   0.463   0.453   0.385   0.527   0.497   0.367
   0.485   0.430   0.259   0.362   0.259   0.277   0.086   0.170   0.162  -1.697
  -1.669  -2.593  -2.423  -0.762   1.932  -2.067  -2.430  -1.661  -1.499  -0.320
   0.711   1.056   1.401   3.228   1.244  -0.097  -0.951  -1.549  -0.692   2.039
  -0.506   0.648   3.479   0.884  -0.184   0.462   2.659  -0.146  -1.164  -1.352
  -3.145
  16  17   1    154      0      0      0   8.734E-20   0.000E+00
  -0.282  -0.270  -0.229  -0.221  -0.122  -0.119  -0.008  -0.004   0.124   0.131
   0.277   0.291   1.037   1.091   1.124   1.271   1.301   1.317   1.376   1.382
   1.385   1.385   1.387   1.392   1.398   1.406   1.417   1.436   1.449   1.459
   1.466   1.468   1.472   1.473   1.477   1.489   1.527   1.534   1.538   1.538
   1.539   1.542   1.549   1.552   1.555   1.559   1.566   1.569   1.574   1.575
   1.576   1.583   1.603   2.206
  -0.578  -0.418  -0.426  -0.052  -0.201  -0.004  -0.181  -0.052  -0.253  -0.160
  -0.446  -0.337  -2.193  -2.510  -2.474  -2.967  -2.335  -3.069  -3.195  -2.840
  -1.253   1.606  -1.436  -2.950  -3.134  -3.024  -2.401  -2.046  -2.120  -2.291
  -1.912  -1.057   2.705  -0.471  -1.533  -1.985  -1.851  -1.216  -0.092   2.644
   0.055  -1.081  -0.495   0.323   2.766   0.091  -0.837  -0.910  -0.251   3.255
   0.164  -1.375  -2.010  -3.890
*** Line transitions
   1   2   0   0   4      0      0   0.000E+00   5.000E-02
   1   3   0   0   4      0      0   0.000E+00   5.000E-02
   1   4   0   0   4      0      0   0.000E+00   5.000E-02
   1   5  -1   0   1      0      0   5.100E-02   2.000E-01
  F  1  7  0.  0.
   1   6   0   0   4      0      0   0.000E+00   5.000E-02
   1   7   0   0   4      0      0   0.000E+00   5.000E-02
   1   8   0   0   4      0      0   0.000E+00   5.000E-02
   1   9  -1   0   1      0      0   5.662E-01   2.000E-01
  F  1  7  0.  0.
   1  10   0   0   4      0      0   0.000E+00   5.000E-02
   1  11   0   0   4      0      0   0.000E+00   5.000E-02
   1  12   0   0   4      0      0   0.000E+00   5.000E-02
   1  13   0   0   4      0      0   0.000E+00   5.000E-02
   1  14  -1   0   1      0      0   3.150E-01   2.000E-01
  F  1  7  0.  0.
   1  15   0   0   4      0      0   0.000E+00   5.000E-02
   1  16   0   0   4      0      0   0.000E+00   5.000E-02
   2   3   0   0   4      0      0   0.000E+00   5.000E-02
   2   4   0   0   4      0      0   0.000E+00   5.000E-02
   2   5   0   0   4      0      0   0.000E+00   5.000E-02
   2   6   0   0   4      0      0   0.000E+00   5.000E-02
   2   7  -1   0   1      0      0   4.060E-02   2.000E-01
  F  1  7  0.  0.
   2   8   0   0   4      0      0   0.000E+00   5.000E-02
   2   9   0   0   4      0      0   0.000E+00   5.000E-02
   2  10   0   0   4      0      0   0.000E+00   5.000E-02
   2  11   0   0   4      0      0   0.000E+00   5.000E-02
   2  12  -1   0   1      0      0   5.352E-01   2.000E-01
  F  1  7  0.  0.
   2  13  -1   0   1      0      0   1.696E-01   2.000E-01
  F  1  7  0.  0.
   2  14   0   0   4      0      0   0.000E+00   5.000E-02
   2  15   0   0   4      0      0   0.000E+00   5.000E-02
   2  16   0   0   4      0      0   0.000E+00   5.000E-02
   3   4   0   0   4      0      0   0.000E+00   5.000E-02
   3   5   0   0   4      0      0   0.000E+00   5.000E-02
   3   6   0   0   4      0      0   0.000E+00   5.000E-02
   3   7   0   0   4      0      0   0.000E+00   5.000E-02
   3   8   0   0   4      0      0   0.000E+00   5.000E-02
   3   9   0   0   4      0      0   0.000E+00   5.000E-02
   3  10   0   0   4      0      0   0.000E+00   5.000E-02
   3  11   0   0   4      0      0   0.000E+00   5.000E-02
   3  12  -1   0   1      0      0   6.063E-01   2.000E-01
  F  1  7  0.  0.
   3  13  -1   0   1      0      0   1.465E-01   2.000E-01
  F  1  7  0.  0.
   3  14   0   0   4      0      0   0.000E+00   5.000E-02
   3  15   0   0   4      0      0   0.000E+00   5.000E-02
   3  16   0   0   4      0      0   0.000E+00   5.000E-02
   4   5   0   0   4      0      0   0.000E+00   5.000E-02
   4   6   0   0   4      0      0   0.000E+00   5.000E-02
   4   7   0   0   4      0      0   0.000E+00   5.000E-02
   4   8   0   0   4      0      0   0.000E+00   5.000E-02
   4   9   0   0   4      0      0   0.000E+00   5.000E-02
   4  10   0   0   4      0      0   0.000E+00   5.000E-02
   4  11   0   0   4      0      0   0.000E+00   5.000E-02
   4  12   0   0   4      0      0   0.000E+00   5.000E-02
   4  13   0   0   4      0      0   0.000E+00   5.000E-02
   4  14   0   0   4      0      0   0.000E+00   5.000E-02
   4  15   0   0   4      0      0   0.000E+00   5.000E-02
   4  16   0   0   4      0      0   0.000E+00   5.000E-02
   5   6   0   0   4      0      0   0.000E+00   5.000E-02
   5   7   0   0   4      0      0   0.000E+00   5.000E-02
   5   8  -1   0   1      0      0   1.407E-02   7.000E-01
  F  1  7  0.  0.
   5   9   0   0   4      0      0   0.000E+00   5.000E-02
   5  10  -1   0   1      0      0   1.397E-01   2.000E-01
  F  1  7  0.  0.
   5  11   0   0   4      0      0   0.000E+00   5.000E-02
   5  12   0   0   4      0      0   0.000E+00   5.000E-02
   5  13   0   0   4      0      0   0.000E+00   5.000E-02
   5  14   0   0   4      0      0   0.000E+00   5.000E-02
   5  15   0   0   4      0      0   0.000E+00   5.000E-02
   5  16  -1   0   1      0      0   9.315E-02   2.000E-01
  F  1  7  0.  0.
   6   7  -1   0   1      0      0   0.000E+00   7.000E-01
  F  1  7  0.  0.
   6   8   0   0   4      0      0   0.000E+00   5.000E-02
   6   9   0   0   4      0      0   0.000E+00   5.000E-02
   6  10   0   0   4      0      0   0.000E+00   5.000E-02
   6  11   0   0   4      0      0   0.000E+00   5.000E-02
   6  12  -1   0   1      0      0   1.015E+00   2.000E-01
  F  1  7  0.  0.
   6  13  -1   0   1      0      0   8.952E-02   2.000E-01
  F  1  7  0.  0.
   6  14   0   0   4      0      0   0.000E+00   5.000E-02
   6  15   0   0   4      0      0   0.000E+00   5.000E-02
   6  16   0   0   4      0      0   0.000E+00   5.000E-02
   7   8   0   0   4      0      0   0.000E+00   5.000E-02
   7   9   0   0   4      0      0   0.000E+00   5.000E-02
   7  10   0   0   4      0      0   0.000E+00   5.000E-02
   7  11  -1   0   1      0      0   3.136E-01   2.000E-01
  F  1  7  0.  0.
   7  12   0   0   4      0      0   0.000E+00   5.000E-02
   7  13   0   0   4      0      0   0.000E+00   5.000E-02
   7  14   0   0   4      0      0   0.000E+00   5.000E-02
   7  15  -1   0   1      0      0   2.410E-01   2.000E-01
  F  1  7  0.  0.
   7  16   0   0   4      0      0   0.000E+00   5.000E-02
   8   9  -1   0   1      0      0   9.366E-01   7.000E-01
  F  1  7  0.  0.
   8  10   0   0   4      0      0   0.000E+00   5.000E-02
   8  11   0   0   4      0      0   0.000E+00   5.000E-02
   8  12   0   0   4      0      0   0.000E+00   5.000E-02
   8  13   0   0   4      0      0   0.000E+00   5.000E-02
   8  14  -1   0   1      0      0   1.039E-01   2.000E-01
  F  1  7  0.  0.
   8  15   0   0   4      0      0   0.000E+00   5.000E-02
   8  16   0   0   4      0      0   0.000E+00   5.000E-02
   9  10  -1   0   1      0      0   1.099E+00   7.000E-01
  F  1  7  0.  0.
   9  11   0   0   4      0      0   0.000E+00   5.000E-02
   9  12   0   0   4      0      0   0.000E+00   5.000E-02
   9  13   0   0   4      0      0   0.000E+00   5.000E-02
   9  14   0   0   4      0      0   0.000E+00   5.000E-02
   9  15   0   0   4      0      0   0.000E+00   5.000E-02
   9  16  -1   0   1      0      0   5.662E-01   2.000E-01
  F  1  7  0.  0.
  10  11   0   0   4      0      0   0.000E+00   5.000E-02
  10  12   0   0   4      0      0   0.000E+00   5.000E-02
  10  13   0   0   4      0      0   0.000E+00   5.000E-02
  10  14  -1   0   1      0      0   1.195E+00   2.000E-01
  F  1  7  0.  0.
  10  15   0   0   4      0      0   0.000E+00   5.000E-02
  10  16   0   0   4      0      0   0.000E+00   5.000E-02
  11  12  -1   0   1      0      0   1.051E+00   7.000E-01
  F  1  7  0.  0.
  11  13  -1   0   1      0      0   1.186E+00   2.000E-01
  F  1  7  0.  0.
  11  14   0   0   4      0      0   0.000E+00   5.000E-02
  11  15   0   0   4      0      0   0.000E+00   5.000E-02
  11  16   0   0   4      0      0   0.000E+00   5.000E-02
  12  13   0   0   4      0      0   0.000E+00   5.000E-02
  12  14   0   0   4      0      0   0.000E+00   5.000E-02
  12  15  -1   0   1      0      0   6.404E-01   2.000E-01
  F  1  7  0.  0.
  12  16   0   0   4      0      0   0.000E+00   5.000E-02
  13  14   0   0   4      0      0   0.000E+00   5.000E-02
  13  15  -1   0   1      0      0   2.689E+00   7.000E-01
  F  1  7  0.  0.
  13  16   0   0   4      0      0   0.000E+00   5.000E-02
  14  15   0   0   4      0      0   0.000E+00   5.000E-02
  14  16  -1   0   1      0      0   2.757E+00   7.000E-01
  F  1  7  0.  0.
  15  16   0   0   4      0      0   0.000E+00   5.000E-02
