****** Levels
 2.34827466E+16      4.    2  'NeIV 4So 1'  0   0.  0
  10  13   1    104      0      0      0   1.509E-19   0.000E+00
   0.004   0.278   0.430   1.100
  -0.303  -0.585  -0.782  -2.775
  11  13   1    106      0      0      0   4.585E-20   0.000E+00
  -0.001   0.067   0.086   0.251   0.468   1.138
  -0.817  -0.704  -0.972  -1.155  -1.563  -3.549
  12  13   1    106      0      0      0   3.211E-20   0.000E+00
  -0.003   0.062   0.169   0.283   0.468   1.130
  -0.963  -1.113  -1.280  -1.474  -1.861  -3.850
*** Line transitions
   1   2   0   0   4      0      0   0.000E+00   5.000E-02
   1   3   0   0   4      0      0   0.000E+00   5.000E-02
   1   4  -1   0   1      0      0   2.323E-01   7.000E-01
  F  1  7  0.  0.
   1   5   0   0   4      0      0   0.000E+00   5.000E-02
   1   6   0   0   4      0      0   0.000E+00   5.000E-02
   1   7   0   0   4      0      0   0.000E+00   5.000E-02
   1   8  -1   0   1      0      0   1.335E-01   2.000E-01
  F  1  7  0.  0.
   1   9   0   0   4      0      0   0.000E+00   5.000E-02
   1  10   0   0   4      0      0   0.000E+00   5.000E-02
   1  11   0   0   4      0      0   0.000E+00   5.000E-02
   1  12   0   0   4      0      0   0.000E+00   5.000E-02
   2   3   0   0   4      0      0   0.000E+00   5.000E-02
   2   4   0   0   4      0      0   0.000E+00   5.000E-02
   2   5  -1   0   1      0      0   1.380E-01   7.000E-01
  F  1  7  0.  0.
   2   6   0   0   4      0      0   0.000E+00   5.000E-02
   2   7  -1   0   1      0      0   2.080E-01   7.000E-01
  F  1  7  0.  0.
   2   8   0   0   4      0      0   0.000E+00   5.000E-02
   2   9   0   0   4      0      0   0.000E+00   5.000E-02
   2  10  -1   0   1      0      0   4.560E-02   2.000E-01
  F  1  7  0.  0.
   2  11  -1   0   1      0      0   6.090E-02   2.000E-01
  F  1  7  0.  0.
   2  12   0   0   4      0      0   0.000E+00   5.000E-02
   3   4   0   0   4      0      0   0.000E+00   5.000E-02
   3   5  -1   0   1      0      0   3.800E-02   7.000E-01
  F  1  7  0.  0.
   3   6  -1   0   1      0      0   8.583E-02   7.000E-01
  F  1  7  0.  0.
   3   7  -1   0   1      0      0   9.717E-02   7.000E-01
  F  1  7  0.  0.
   3   8   0   0   4      0      0   0.000E+00   5.000E-02
   3   9   0   0   4      0      0   0.000E+00   5.000E-02
   3  10  -1   0   1      0      0   7.233E-02   2.000E-01
  F  1  7  0.  0.
   3  11  -1   0   1      0      0   6.417E-02   2.000E-01
  F  1  7  0.  0.
   3  12   0   0   4      0      0   0.000E+00   5.000E-02
   4   5   0   0   4      0      0   0.000E+00   5.000E-02
   4   6   0   0   4      0      0   0.000E+00   5.000E-02
   4   7   0   0   4      0      0   0.000E+00   5.000E-02
   4   8   0   0   4      0      0   0.000E+00   5.000E-02
   4   9   0   0   4      0      0   0.000E+00   5.000E-02
   4  10   0   0   4      0      0   0.000E+00   5.000E-02
   4  11   0   0   4      0      0   0.000E+00   5.000E-02
   4  12  -1   0   1      0      0   1.261E-02   2.000E-01
  F  1  7  0.  0.
   5   6   0   0   4      0      0   0.000E+00   5.000E-02
   5   7   0   0   4      0      0   0.000E+00   5.000E-02
   5   8   0   0   4      0      0   0.000E+00   5.000E-02
   5   9  -1   0   1      0      0   1.160E-01   2.000E-01
  F  1  7  0.  0.
   5  10   0   0   4      0      0   0.000E+00   5.000E-02
   5  11  -1   0   1      0      0   1.236E-03   2.000E-01
  F  1  7  0.  0.
   5  12   0   0   4      0      0   0.000E+00   5.000E-02
   6   7   0   0   4      0      0   0.000E+00   5.000E-02
   6   8   0   0   4      0      0   0.000E+00   5.000E-02
   6   9  -1   0   1      0      0   3.500E-02   2.000E-01
  F  1  7  0.  0.
   6  10   0   0   4      0      0   0.000E+00   5.000E-02
   6  11  -1   0   1      0      0   8.470E-01   2.000E-01
  F  1  7  0.  0.
   6  12   0   0   4      0      0   0.000E+00   5.000E-02
   7   8   0   0   4      0      0   0.000E+00   5.000E-02
   7   9  -1   0   1      0      0   2.217E-01   7.000E-01
  F  1  7  0.  0.
   7  10   0   0   4      0      0   0.000E+00   5.000E-02
   7  11  -1   0   1      0      0   1.170E-02   2.000E-01
  F  1  7  0.  0.
   7  12   0   0   4      0      0   0.000E+00   5.000E-02
   8   9   0   0   4      0      0   0.000E+00   5.000E-02
   8  10   0   0   4      0      0   0.000E+00   5.000E-02
   8  11   0   0   4      0      0   0.000E+00   5.000E-02
   8  12  -1   0   1      0      0   6.200E-01   7.000E-01
  F  1  7  0.  0.
   9  10  -1   0   1      0      0   6.150E-07   7.000E-01
  F  1  7  0.  0.
   9  11  -1   0   1      0      0   1.867E-05   7.000E-01
  F  1  7  0.  0.
   9  12   0   0   4      0      0   0.000E+00   5.000E-02
  10  11  -1   0   1      0      0   5.388E-01   7.000E-01
  F  1  7  0.  0.
  10  12   0   0   4      0      0   0.000E+00   5.000E-02
  11  12   0   0   4      0      0   0.000E+00   5.000E-02
